dataset,sensor_loc,length,actual_size,sigma,sigma_value,fold,ndg_time,kde_time,ndg_memory,kde_memory,kl_divergence,chi_squared
synthetic_normal,normal,100,100,r0.3,7.624480824862547,2,0.00044798851013183594,0.000431060791015625,0.140625,0.0,9.619552010985848e-06,2.1301479037811214e-05
synthetic_normal,normal,1000,1000,0.1,0.1,0,0.00638270378112793,0.0023658275604248047,20.578125,0.0,9.006515983352759e-09,1.8008781513440104e-08
synthetic_normal,normal,1000,1000,0.1,0.1,1,0.004477977752685547,0.0022211074829101562,0.0,0.0,7.730220905015669e-09,1.5457155405247188e-08
synthetic_normal,normal,1000,1000,0.1,0.1,2,0.004079103469848633,0.0021162033081054688,0.0,0.0,7.989655329337765e-09,1.5976224049552564e-08
synthetic_normal,normal,1000,1000,0.3,0.3,0,0.0051419734954833984,0.004287004470825195,7.71875,0.0,3.384170174892617e-09,6.766940820534646e-09
synthetic_normal,normal,1000,1000,0.3,0.3,1,0.005494117736816406,0.002402782440185547,22.984375,0.0,3.0321543321254565e-09,6.0629882055070565e-09
synthetic_normal,normal,1000,1000,0.3,0.3,2,0.0047359466552734375,0.002649068832397461,0.0,0.015625,2.970814650396175e-09,5.940709510134445e-09
synthetic_normal,normal,1000,1000,0.5,0.5,0,0.005190849304199219,0.002743244171142578,0.0,0.0,2.220030290095423e-09,4.439142725041666e-09
synthetic_normal,normal,1000,1000,0.5,0.5,1,0.0058209896087646484,0.0027561187744140625,0.0,0.03125,2.361559182382995e-09,4.72233838715747e-09
synthetic_normal,normal,1000,1000,0.5,0.5,2,0.008594989776611328,0.0032608509063720703,23.046875,0.0,2.8170481477682925e-09,5.632962044331449e-09
synthetic_normal,normal,1000,1000,r0.1,3.5469994153618973,0,0.0046961307525634766,0.0030999183654785156,0.0,0.015625,3.0240580340974355e-08,6.047013614005121e-08
synthetic_normal,normal,1000,1000,r0.1,3.1600740742621554,1,0.005285739898681641,0.0033249855041503906,7.65625,0.015625,2.298376826048298e-08,4.595554826220828e-08
synthetic_normal,normal,1000,1000,r0.1,3.3744934344242057,2,0.005322933197021484,0.0035011768341064453,0.328125,0.0,2.4699930240196005e-08,4.9389182323664555e-08
synthetic_normal,normal,1000,1000,r0.3,10.64099824608569,0,0.005305767059326172,0.0033800601959228516,0.03125,0.0,6.705072139823003e-08,3.018217688536018e-07
synthetic_normal,normal,1000,1000,r0.3,9.480222222786466,1,0.004765987396240234,0.003328084945678711,0.0,0.015625,3.8696010946951364e-08,2.6335769693342814e-07
synthetic_normal,normal,1000,1000,r0.3,10.123480303272617,2,0.004031181335449219,0.0033152103424072266,0.0,0.046875,4.1496019033425197e-08,2.73926899748642e-07
